버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
15166,43916,28172,72088
15167,80395,60153,140548
15168,29325,37521,66846
15169,9922,12401,22323
15170,508,13301,13809
15171,8066,11611,19677
15172,13367,7619,20986
15173,40598,29852,70450
15174,10000,7526,17526
15175,8992,5905,14897
15176,475,1278,1753
15177,906,394,1300
15178,1183,2302,3485
15179,426,1968,2394
15180,210,793,1003
15181,6531,12883,19414
15182,4771,1020,5791
15183,1741,1534,3275
15184,1142,1501,2643
15185,1344,8019,9363
15186,982,3086,4068
15187,3483,1454,4937
15188,1764,9455,11219
15189,4062,8521,12583
15190,1961,2207,4168
15191,739,882,1621
15192,16751,4968,21719
15193,14590,15199,29789
15194,22770,14149,36919
15195,15924,8076,24000
15196,20259,12990,33249
15197,7956,9164,17120
15198,4533,3205,7738
15199,2756,7705,10461
15200,2544,11432,13976
15201,10480,2200,12680
15202,10429,11068,21497
15203,25152,10521,35673
15204,8085,14015,22100
15205,11016,5441,16457
15206,3015,6932,9947
15207,1113,3609,4722
15208,2909,1347,4256
15209,12330,18628,30958
15210,5838,1796,7634
15211,49485,20844,70329
15212,11043,36007,47050
15213,9814,24640,34454
15214,27725,16635,44360
15215,8283,43166,51449
15216,33380,8259,41639
15217,18127,29360,47487
15218,44202,14862,59064
15219,15746,41929,57675
15220,56448,8323,64771
15221,52486,7297,59783
15222,37972,6806,44778
15223,10961,15700,26661
15224,9927,11931,21858
15225,8928,6930,15858
15226,33445,6859,40304
15227,18443,5765,24208
15228,17761,29848,47609
15229,39125,4862,43987
15230,4419,3448,7867
15231,16169,7307,23476
15232,5977,14804,20781
15233,9862,9886,19748
15234,5308,1791,7099
15235,12277,11752,24029
15236,16159,22464,38623
15237,1374,2154,3528
15238,1353,1588,2941
15239,398,2836,3234
15241,669,2357,3026
15242,7421,5741,13162
15247,12109,9962,22071
15248,950,2133,3083
15249,1919,3896,5815
15250,22971,30710,53681
15251,29070,30031,59101
15252,5790,5264,11054
15253,23375,18936,42311
15254,26065,40087,66152
15255,2985,628,3613
15256,19771,40977,60748
15257,15643,15241,30884
15258,23845,45218,69063
15259,15911,11541,27452
15260,6807,22299,29106
15261,30453,10829,41282
15262,5410,7884,13294
15263,2197,6893,9090
15264,25293,36686,61979
15265,21354,34928,56282
15266,335,1580,1915
15268,8847,5256,14103
15269,12593,6618,19211
15270,66452,25925,92377
15271,12369,9572,21941
15272,24296,18830,43126
15273,22012,16877,38889
15274,22843,103594,126437
15277,4112,7250,11362
15279,7946,7148,15094
15280,29053,13821,42874
15281,1367,1137,2504
15282,21105,16824,37929
15283,5778,10695,16473
15284,24752,70689,95441
15285,54553,40603,95156
15286,17350,16941,34291
15287,87367,22053,109420
15288,18671,14726,33397
15292,20203,1894,22097
15293,47593,5249,52842
15294,1012,2593,3605
15295,3323,23026,26349
15296,10337,40581,50918
15298,25987,18822,44809
15299,3382,1141,4523
15300,33,4844,4877
15301,22190,1221,23411
15302,15818,7319,23137
15303,33902,23267,57169
15304,12323,32275,44598
15305,3186,17508,20694
15306,19578,14699,34277
15307,14065,17205,31270
15308,3068,8220,11288
15309,4895,33616,38511
15310,10412,22858,33270
15311,9624,32242,41866
15312,7765,42626,50391
15313,10051,45624,55675
15314,4513,22839,27352
15315,24285,25822,50107
15316,16968,17209,34177
15317,31533,11186,42719
15318,1648,2232,3880
15319,2050,1256,3306
15320,28799,6440,35239
15321,5400,5326,10726
15322,4220,5150,9370
15323,25072,5051,30123
15324,809,21781,22590
15325,17025,2891,19916
15326,3432,19469,22901
15327,9869,2439,12308
15328,1895,11029,12924
15329,4824,8057,12881
15330,2925,4360,7285
15331,20879,10927,31806
15332,16203,14157,30360
15333,22554,22280,44834
15334,28589,22093,50682
15335,16079,22322,38401
15336,14812,2686,17498
15337,36364,2196,38560
15338,23653,16807,40460
15339,21741,28416,50157
15340,15,8007,8022
15341,2046,14863,16909
15342,3903,5423,9326
15343,3412,20712,24124
15344,13186,20495,33681
15345,5229,19331,24560
15346,16970,17185,34155
15347,33855,16515,50370
15348,14096,5876,19972
15349,7495,14706,22201
15350,2861,1554,4415
15351,14307,11621,25928
15352,24850,9277,34127
15353,10334,9966,20300
15354,10232,9209,19441
15355,5267,4708,9975
15356,1370,1194,2564
15357,1144,2310,3454
15358,2393,2360,4753
15359,580,1003,1583
15360,10026,3702,13728
15361,24575,25202,49777
15362,12106,28775,40881
15363,5665,6293,11958
15364,2500,6053,8553
15365,4,793,797
15366,1237,529,1766
15367,3249,2529,5778
15368,393,40,433
15369,16705,6791,23496
15370,729,2615,3344
15371,1,16,17
15372,593,1733,2326
15373,72,37644,37716
15374,77,21081,21158
15377,2596,72,2668
15378,7440,1717,9157
15399,22867,6844,29711
15401,2148,6987,9135
15402,453,3747,4200
15405,2042,5441,7483
15408,28189,3528,31717
15412,3859,8530,12389
15413,3445,5223,8668
15414,11914,5526,17440
15415,6054,7871,13925
15416,3536,10312,13848
15419,7483,8208,15691
15421,15371,8013,23384
15423,7334,3871,11205
15450,0,43,43
15451,0,164,164
15452,2,51,53
15453,4,155,159
15500,2314,207,2521
15501,53494,34288,87782
15503,38716,4744,43460
15504,857,1075,1932
15505,8224,10820,19044
15506,2561,5049,7610
15507,10101,25422,35523
15508,7766,2092,9858
15509,10412,18015,28427
15510,5182,382,5564
15511,5712,578,6290
15512,4792,4513,9305
15513,2083,612,2695
15516,1579,1159,2738
15518,8696,3899,12595
15522,289,9357,9646
15524,2650,1320,3970
15526,11612,373,11985
15536,3894,1694,5588
15539,3140,1380,4520
15540,29691,13296,42987
15542,4980,2586,7566
15545,2592,1116,3708
15547,1237,903,2140
15553,834,3038,3872
15554,1796,3658,5454
15556,4685,14775,19460
15561,1350,2785,4135
15564,11259,9135,20394
15565,1307,2048,3355
15566,16019,8201,24220
15567,2456,1530,3986
15568,17775,10292,28067
15570,25525,8745,34270
15571,1877,3182,5059
15572,5796,12831,18627
15574,2780,47146,49926
15576,932,6054,6986
15577,10213,9262,19475
15579,1558,366,1924
15582,1088,3409,4497
15584,1238,3616,4854
15585,999,3554,4553
15586,895,6649,7544
15587,556,5492,6048
15588,1653,4155,5808
15589,1552,3987,5539
15591,290,1199,1489
15593,8675,8635,17310
15594,12254,14231,26485
15596,2124,30,2154
15599,2815,80,2895
15600,2958,128,3086
15614,68,3639,3707
15635,57,3972,4029
15637,11,2482,2493
15638,6,1184,1190
15639,14,2130,2144
15718,31936,1233,33169
15992,2360,147,2507
15995,181,2361,2542
16001,124967,80348,205315
16002,66276,88352,154628
16003,77937,63261,141198
16004,71503,104293,175796
16005,30127,44603,74730
16006,18103,31303,49406
16007,42123,62823,104946
16008,69599,49075,118674
16009,21346,31133,52479
16010,29870,18214,48084
16011,10528,31002,41530
16012,26140,13919,40059
16013,12360,45953,58313
16014,44741,12008,56749
16015,5678,29460,35138
16016,9724,1804,11528
16017,61517,25393,86910
16018,9155,23520,32675
16019,25604,9364,34968
16020,3275,14822,18097
16021,9719,31272,40991
16022,25722,19270,44992
16023,16688,4239,20927
16024,2857,12183,15040
16100,2394,2115,4509
16102,1177,564,1741
16103,3421,4010,7431
16104,10007,12897,22904
16105,5385,6430,11815
16106,5897,3643,9540
16107,430,671,1101
16108,1612,2988,4600
16109,1092,3306,4398
16111,1632,7050,8682
16112,1128,4445,5573
16115,960,7517,8477
16116,3072,9545,12617
16117,4178,8124,12302
16118,6236,5165,11401
16119,7200,7422,14622
16120,13731,7142,20873
16121,12967,8704,21671
16122,2301,5520,7821
16123,5338,3928,9266
16124,2511,10542,13053
16125,10029,1395,11424
16126,7999,14362,22361
16127,16487,2847,19334
16128,189,5461,5650
16129,4576,675,5251
16130,1602,16738,18340
16131,15243,1256,16499
16132,19,7455,7474
16133,10256,486,10742
16134,1189,3871,5060
16135,61528,65652,127180
16136,103368,60106,163474
16137,23832,58100,81932
16138,14252,10733,24985
16139,66552,44093,110645
16140,59860,72064,131924
16141,49536,41135,90671
16142,51682,50998,102680
16143,47150,33012,80162
16144,37248,47731,84979
16145,28217,60811,89028
16146,56803,33436,90239
16147,36606,61875,98481
16148,49290,32752,82042
16149,31221,36218,67439
16150,11140,19090,30230
16151,2307,12121,14428
16152,3248,6227,9475
16153,9067,17132,26199
16154,4061,5209,9270
16155,2681,3503,6184
16156,39,2,41
16157,393,3,396
16158,3222,2883,6105
16159,4166,6344,10510
16160,6147,6084,12231
16161,4319,2112,6431
16162,1155,8100,9255
16163,1,116,117
16164,5040,726,5766
16166,1248,5138,6386
16167,619,11037,11656
16168,1521,280,1801
16169,190,1189,1379
16170,20549,989,21538
16172,1236,903,2139
16173,57103,49349,106452
16174,35098,47177,82275
16175,26147,28781,54928
16176,26850,33789,60639
16177,47645,43408,91053
16178,7624,14358,21982
16179,71587,63589,135176
16180,36553,40386,76939
16181,42365,21828,64193
16182,15040,16159,31199
16183,21567,15704,37271
16184,8932,25840,34772
16185,29083,11548,40631
16186,28698,23815,52513
16187,11950,15598,27548
16188,6246,16752,22998
16189,11068,10778,21846
16190,10611,49,10660
16191,115457,108079,223536
16192,93531,96917,190448
16193,15611,28473,44084
16194,21543,10651,32194
16195,22959,11561,34520
16196,43094,47321,90415
16197,21174,7998,29172
16198,8450,23375,31825
16199,8842,3813,12655
16200,5763,12222,17985
16201,4267,23457,27724
16202,1390,3351,4741
16203,11777,6510,18287
16204,3541,7989,11530
16205,54930,43515,98445
16206,74870,68329,143199
16207,19106,24216,43322
16208,9987,23481,33468
16209,12161,11674,23835
16210,11709,13615,25324
16211,22893,12927,35820
16212,14343,21012,35355
16213,51303,28858,80161
16214,47950,38893,86843
16215,32009,31470,63479
16216,32218,31570,63788
16217,12160,20392,32552
16218,23902,15229,39131
16219,38673,20929,59602
16220,24008,29983,53991
16221,17378,17767,35145
16222,6900,16091,22991
16223,2307,8649,10956
16224,5396,2280,7676
16225,12183,14386,26569
16226,5614,7386,13000
16227,6008,14267,20275
16228,13231,4897,18128
16229,5724,10036,15760
16230,14670,6249,20919
16231,7161,6589,13750
16232,6456,4540,10996
16233,4665,4593,9258
16234,2345,3252,5597
16235,5447,4888,10335
16236,3869,3618,7487
16237,5359,4375,9734
16238,3784,3517,7301
16239,3793,3437,7230
16240,11925,11510,23435
16241,8067,1588,9655
16242,4638,5545,10183
16243,9599,7145,16744
16244,8582,9717,18299
16245,5165,20237,25402
16246,11857,4061,15918
16247,11280,21124,32404
16248,18408,8894,27302
16249,14904,26714,41618
16250,23351,10869,34220
16251,13986,5659,19645
16252,10876,17821,28697
16253,13934,9547,23481
16254,9395,14141,23536
16255,3294,5079,8373
16256,10401,5671,16072
16257,7173,4196,11369
16258,2780,8726,11506
16259,12790,13910,26700
16260,11341,12560,23901
16261,8659,10788,19447
16262,5799,7777,13576
16263,1438,1280,2718
16264,2637,2418,5055
16265,11757,6826,18583
16266,9072,8191,17263
16267,2588,2840,5428
16268,5878,5628,11506
16269,17596,8566,26162
16270,4229,8491,12720
16271,2213,6458,8671
16272,4190,3399,7589
16273,2113,2579,4692
16274,2916,2603,5519
16275,375,4323,4698
16276,1008,1388,2396
16277,1398,8125,9523
16278,10429,2295,12724
16279,14531,5981,20512
16280,5153,11682,16835
16283,9783,3454,13237
16284,3017,11253,14270
16285,7915,6433,14348
16286,3444,7122,10566
16287,11821,6661,18482
16288,3276,7159,10435
16291,2590,2611,5201
16292,4392,5560,9952
16293,3695,2170,5865
16294,4624,4935,9559
16295,6563,3365,9928
16296,7140,3779,10919
16297,6783,2346,9129
16298,3524,5752,9276
16301,1961,1315,3276
16302,1626,2401,4027
16303,5500,602,6102
16304,2829,4818,7647
16305,8614,11504,20118
16306,10747,5521,16268
16307,2610,3714,6324
16308,8544,5420,13964
16309,24665,5268,29933
16321,4850,861,5711
16322,1014,988,2002
16326,3435,2037,5472
16327,1978,4314,6292
16328,7050,32781,39831
16329,35465,6455,41920
16330,2560,3117,5677
16332,598,3680,4278
16339,1478,3938,5416
16340,3044,4304,7348
16341,2286,4041,6327
16342,147,2339,2486
16344,1057,445,1502
16345,778,466,1244
16346,683,314,997
16347,702,391,1093
16348,4999,647,5646
16350,4506,2317,6823
16351,1678,4234,5912
16352,473,7358,7831
16361,7274,2966,10240
16364,5150,2359,7509
16366,388,571,959
16367,378,795,1173
16368,155,1094,1249
16369,291,1170,1461
16373,1704,1042,2746
16374,592,1707,2299
16375,2019,964,2983
16376,168,251,419
16378,933,3079,4012
16379,7214,418,7632
16385,1703,17410,19113
16386,31451,6348,37799
16387,5547,6282,11829
16388,7550,5639,13189
16389,31160,3975,35135
16390,7361,10234,17595
16391,11886,10905,22791
16393,3948,2230,6178
16394,8054,2713,10767
16395,8057,2061,10118
16396,10249,5186,15435
16397,2318,10400,12718
16398,1616,3989,5605
16399,11979,26169,38148
16400,7790,8996,16786
16401,24,407,431
16402,2188,37,2225
16403,507,136,643
16408,12432,120,12552
16410,2710,2892,5602
16411,1070,6008,7078
16413,2939,3006,5945
16416,10266,3069,13335
16417,15844,1784,17628
16418,14990,1738,16728
16419,1752,15299,17051
16420,3207,8709,11916
16421,2119,5155,7274
16422,665,218,883
16424,21904,15992,37896
16425,19358,21254,40612
16427,3169,10751,13920
16428,7661,3609,11270
16429,24263,15847,40110
16430,1495,1540,3035
16431,3126,8615,11741
16432,15209,5628,20837
16433,775,4732,5507
16434,280,5839,6119
16435,6990,244,7234
16436,657,3159,3816
16450,3833,3861,7694
16451,22573,43830,66403
16453,4077,1289,5366
16462,2646,1381,4027
16463,1484,40,1524
16464,1465,48,1513
16465,1317,136,1453
16466,959,454,1413
16467,821,827,1648
16468,1343,1294,2637
16469,586,488,1074
16470,661,326,987
16471,387,745,1132
16472,145,809,954
16473,833,1256,2089
16474,144,538,682
16475,84,514,598
16476,237,500,737
16477,315,484,799
16478,1222,497,1719
16479,18729,20433,39162
16480,67,4456,4523
16481,639,365,1004
16482,1734,192,1926
16483,2554,177,2731
16484,35,544,579
16485,58,665,723
16486,92,1059,1151
16487,349,1843,2192
16488,1499,68,1567
16489,6701,2964,9665
16490,137,2357,2494
16491,129,3331,3460
16492,25,3269,3294
16494,1844,3107,4951
16495,3215,1804,5019
16496,1945,2636,4581
16497,675,398,1073
16498,411,143,554
16499,16659,123,16782
16500,20533,91,20624
16501,2549,917,3466
16502,16473,4151,20624
16503,1179,4,1183
16504,134,112,246
16505,3010,206,3216
16506,1947,883,2830
16507,346,112,458
16508,1671,285,1956
16509,854,1401,2255
16510,2886,1417,4303
16511,1748,1891,3639
16512,15,1088,1103
16513,4674,1541,6215
16514,1657,2107,3764
16515,3183,1332,4515
16516,8278,4482,12760
16517,74,158,232
16518,4750,1872,6622
16519,906,3197,4103
16520,1401,153,1554
16521,3228,2516,5744
16523,2501,1231,3732
16524,1828,4043,5871
16525,2744,162,2906
16526,5903,2925,8828
16527,19,578,597
16528,187,661,848
16529,1759,1877,3636
16530,5752,3065,8817
16532,123,6,129
16533,1926,2444,4370
16534,121,236,357
16535,3425,5340,8765
16536,1278,1273,2551
16537,495,146,641
16538,5253,8327,13580
16539,118,117,235
16540,229,76,305
16541,2207,2795,5002
16542,604,190,794
16543,785,4392,5177
16544,2884,18678,21562
16545,293,77,370
16546,13,275,288
16547,700,633,1333
16548,438,5274,5712
16549,3,458,461
16550,4,817,821
16551,5448,9577,15025
16552,1268,2206,3474
16553,442,544,986
16554,465,5844,6309
16555,6289,663,6952
16556,13,3789,3802
16557,10922,3718,14640
16558,465,2191,2656
16559,5,1269,1274
16560,260,7773,8033
16561,743,2036,2779
16562,51,5936,5987
16563,3058,3142,6200
16564,854,1833,2687
16565,43266,17496,60762
16566,204,10328,10532
16567,2736,1642,4378
16568,8003,53,8056
16569,2067,2252,4319
16570,1905,2790,4695
16571,595,106,701
16572,729,3099,3828
16573,3061,29,3090
16574,1404,2658,4062
16576,330,664,994
16577,649,116,765
16578,3161,3783,6944
16579,225,1660,1885
16580,3725,735,4460
16581,4316,3161,7477
16583,243,3376,3619
16586,2479,3206,5685
16588,160,5177,5337
16589,131,375,506
16591,3788,4530,8318
16592,127,62,189
16593,68,4233,4301
16594,127,476,603
16595,322,111,433
16597,716,2427,3143
16598,106,573,679
16599,5632,277,5909
16601,233,166,399
16603,32,157,189
16604,30,85,115
16606,13129,2625,15754
16608,817,1171,1988
16609,1345,6719,8064
16613,1337,1846,3183
16615,215,223,438
16616,130,520,650
16617,515,515,1030
16619,241,825,1066
16621,734,1696,2430
16622,145,263,408
16623,5,12,17
16624,98,56,154
16625,378,63,441
16626,15,386,401
16627,185,25,210
16628,64,26,90
16629,145,36,181
16630,145,78,223
16631,47,131,178
16632,57,151,208
16633,58,123,181
16634,66,364,430
16635,6251,7733,13984
16636,7551,4634,12185
16637,6661,10609,17270
16638,4451,6554,11005
16640,314,291,605
16641,487,167,654
16677,3779,277,4056
16700,221,554,775
16702,3015,6863,9878
16703,2559,8174,10733
16704,5412,5134,10546
16705,1117,3975,5092
16706,2973,8620,11593
16707,38246,27122,65368
16718,18311,6425,24736
16721,2286,1580,3866
16722,1374,1658,3032
16727,5985,487,6472
16729,1972,3867,5839
16732,410,731,1141
16734,5574,3010,8584
16745,1985,2932,4917
16778,3823,258,4081
16812,1027,2909,3936
16814,177,5066,5243
16818,128,748,876
16820,763,3515,4278
16836,53,4867,4920
16849,7543,1844,9387
16851,626,17796,18422
16855,11125,7261,18386
16858,960,3108,4068
16859,1221,1032,2253
16861,451,4336,4787
16862,1759,1185,2944
16863,79,3493,3572
16864,1499,306,1805
16867,1061,10603,11664
16868,504,2102,2606
16869,120,1949,2069
16870,819,514,1333
16873,608,10044,10652
16875,31,1332,1363
16876,81,299,380
16878,10002,5457,15459
16879,535,5243,5778
16882,1760,740,2500
16885,827,5120,5947
16887,1550,2065,3615
16888,1646,380,2026
16890,2500,5824,8324
16892,1386,2018,3404
16894,4372,2361,6733
16896,1801,1871,3672
16897,2642,3641,6283
16898,147,6803,6950
16899,2338,2036,4374
16900,2985,4561,7546
16903,1946,2625,4571
16905,149,1414,1563
16907,4049,7941,11990
16908,485,1012,1497
16909,465,1908,2373
16910,266,511,777
16911,478,5189,5667
16912,107,727,834
16914,3824,417,4241
16915,795,1088,1883
16917,360,75,435
16918,1020,1133,2153
16920,989,256,1245
16921,7905,5491,13396
16922,6437,7590,14027
16923,4546,225,4771
16925,8718,157,8875
16927,6233,405,6638
16928,322,3308,3630
16929,10607,765,11372
16931,7669,593,8262
16932,106,2062,2168
16933,10631,748,11379
16935,9365,935,10300
16937,5257,884,6141
16939,3295,2262,5557
16940,1364,1272,2636
16941,4057,9689,13746
16943,6995,28920,35915
16946,4931,4510,9441
16948,3795,2924,6719
16950,2884,3339,6223
16952,3137,1989,5126
16954,1328,2889,4217
16955,80,140,220
16956,2998,3412,6410
16957,311,84,395
16958,3386,6723,10109
16960,9826,11134,20960
16961,5,953,958
16962,7,158,165
16963,6702,4365,11067
16964,1562,2692,4254
16965,1452,3735,5187
16966,1052,4861,5913
16967,296,1706,2002
16968,5,2992,2997
16969,3380,13030,16410
16970,1610,760,2370
16971,1681,414,2095
16975,3624,2927,6551
16976,619,195,814
16977,714,2034,2748
16978,3029,1634,4663
16979,3409,3154,6563
16986,2755,3248,6003
16994,370,1960,2330
17001,226407,73429,299836
17002,86104,208210,294314
17003,27391,32627,60018
17004,52201,74694,126895
17005,39437,60272,99709
17006,42552,47308,89860
17007,65102,85050,150152
17008,95590,52321,147911
17009,35599,49833,85432
17010,51110,34172,85282
17011,17008,32189,49197
17012,28309,21217,49526
17013,243995,76161,320156
17101,5794,23975,29769
17102,84632,60417,145049
17103,657,13018,13675
17104,12121,5509,17630
17105,17293,5632,22925
17106,9335,16619,25954
17107,11022,5447,16469
17108,8672,11213,19885
17109,17070,14438,31508
17110,12000,16613,28613
17111,12283,11494,23777
17112,27560,46620,74180
17113,14526,14363,28889
17114,8806,20130,28936
17115,12227,10964,23191
17116,12761,10562,23323
17117,2178,4374,6552
17118,7836,3370,11206
17119,8882,10158,19040
17120,15548,20602,36150
17121,10060,11197,21257
17122,19341,18966,38307
17123,8267,8855,17122
17124,7604,9986,17590
17125,9298,8230,17528
17126,21085,9949,31034
17127,2578,8704,11282
17128,10883,4912,15795
17129,1392,8749,10141
17130,605,3783,4388
17131,34255,25114,59369
17132,20111,27985,48096
17133,36001,43741,79742
17134,44530,30051,74581
17135,25398,43924,69322
17136,26303,24474,50777
17137,78101,44043,122144
17138,78246,70996,149242
17139,37724,17664,55388
17140,16059,40718,56777
17141,13893,19983,33876
17142,22212,23588,45800
17143,51460,30571,82031
17144,54928,44811,99739
17145,52087,83047,135134
17146,45218,17111,62329
17147,11816,23411,35227
17148,14022,5804,19826
17149,12123,26529,38652
17150,849,1247,2096
17151,4308,2502,6810
17152,8024,11045,19069
17153,6306,10273,16579
17154,3451,5397,8848
17155,4677,6549,11226
17156,63,1722,1785
17157,1673,2079,3752
17158,2705,1464,4169
17159,7,3976,3983
17160,2498,2828,5326
17161,2486,963,3449
17162,1554,2109,3663
17164,9493,23166,32659
17166,30765,16828,47593
17168,309,1513,1822
17169,30904,7925,38829
17170,34528,61190,95718
17171,35201,31061,66262
17172,35209,22116,57325
17173,34920,29171,64091
17174,17070,18959,36029
17175,3138,1803,4941
17176,3211,3101,6312
17177,6501,9147,15648
17178,1122,3397,4519
17179,15969,11393,27362
17180,11252,11387,22639
17181,12377,10893,23270
17182,17639,34355,51994
17183,17132,11446,28578
17184,2769,127724,130493
17185,132605,5170,137775
17186,3995,317,4312
17187,14635,17752,32387
17188,5217,21891,27108
17189,9858,5227,15085
17190,3917,28324,32241
17191,22480,3207,25687
17192,10995,35040,46035
17193,50130,8045,58175
17194,6952,6815,13767
17195,5615,5542,11157
17196,4521,1964,6485
17197,1446,8215,9661
17201,2998,794,3792
17202,6605,4395,11000
17203,2624,2059,4683
17204,620,2862,3482
17205,5335,2990,8325
17206,4603,7184,11787
17207,24918,29012,53930
17208,22487,20452,42939
17209,53418,30116,83534
17210,43460,60833,104293
17211,16840,8718,25558
17212,19553,32195,51748
17213,20612,8625,29237
17214,7056,15433,22489
17215,45094,10762,55856
17216,5780,22552,28332
17217,17952,21438,39390
17218,33171,16857,50028
17219,20062,3737,23799
17220,11728,6224,17952
17221,1865,2678,4543
17222,1704,1650,3354
17223,22042,16508,38550
17225,27669,38591,66260
17226,40489,24550,65039
17227,21100,38846,59946
17228,23283,16947,40230
17229,21746,9992,31738
17230,34430,58439,92869
17231,4207,5345,9552
17232,5053,11203,16256
17233,67002,57482,124484
17234,37973,37131,75104
17235,24556,40067,64623
17236,40087,22107,62194
17237,7087,4909,11996
17238,6539,4441,10980
17239,10186,9572,19758
17240,12319,12787,25106
17242,12139,14881,27020
17243,2267,14839,17106
17244,1471,981,2452
17245,3283,14523,17806
17246,20325,37085,57410
17247,4878,8453,13331
17248,15421,19610,35031
17249,9579,24315,33894
17251,2114,328,2442
17252,9041,5763,14804
17253,588,241,829
17254,540,1393,1933
17255,125,1530,1655
17256,1370,2933,4303
17257,707,180,887
17258,224,494,718
17259,2460,2151,4611
17260,664,168,832
17261,692,715,1407
17262,2432,83,2515
17289,1031,5690,6721
17290,27171,11791,38962
17291,460,122,582
17292,358,400,758
17293,46439,20965,67404
17296,12214,12044,24258
17297,11409,10962,22371
17298,490,6485,6975
17299,56,1771,1827
17300,252,1070,1322
17304,9687,10794,20481
17305,5063,4084,9147
17306,3058,7586,10644
17307,11037,4085,15122
17308,483,5099,5582
17309,10463,11951,22414
17310,15440,14882,30322
17311,8530,11513,20043
17312,11810,6846,18656
17314,2514,7569,10083
17315,4633,4494,9127
17359,5505,5099,10604
17360,8230,4056,12286
17361,2361,10017,12378
17362,1606,5684,7290
17363,8539,1360,9899
17364,5010,2140,7150
17365,873,6068,6941
17366,808,1204,2012
17367,399,2666,3065
17368,2257,1037,3294
17369,6664,752,7416
17370,3306,7033,10339
17371,9769,1950,11719
17389,56735,31541,88276
17397,961,3718,4679
17399,9164,4761,13925
17400,4206,3574,7780
17401,7,2066,2073
17404,601,9211,9812
17405,43,4281,4324
17406,4106,302,4408
17407,19,1876,1895
17408,993,49,1042
17409,7006,3401,10407
17410,1978,825,2803
17412,17926,4022,21948
17456,1420,785,2205
17457,1430,1662,3092
17458,2384,1762,4146
17459,1377,11,1388
17460,3,776,779
17461,21,264,285
17462,273,739,1012
17463,133,28,161
17464,2128,1413,3541
17465,7928,2486,10414
17468,1829,554,2383
17469,1245,425,1670
17470,11721,609,12330
17472,23279,20564,43843
17473,28344,17046,45390
17474,62709,52999,115708
17475,3511,2560,6071
17476,1559,4496,6055
17477,32999,267,33266
17478,52851,39666,92517
17479,47083,45479,92562
17481,12116,3816,15932
17483,4906,995,5901
17484,21033,4582,25615
17485,239,44,283
17486,6415,7378,13793
17488,12819,436,13255
17489,3979,8118,12097
17490,8482,7864,16346
17491,1501,10158,11659
17492,85,10,95
17493,4515,3733,8248
17494,4764,1676,6440
17497,1523,676,2199
17499,5704,1014,6718
17501,2897,3406,6303
17502,408,2642,3050
17503,2549,1109,3658
17504,86877,66872,153749
17505,302,2210,2512
17506,543,763,1306
17507,3166,11578,14744
17508,810,912,1722
17509,3910,18474,22384
17511,917,6937,7854
17512,3333,1476,4809
17513,134,3661,3795
17514,201,1033,1234
17515,4619,6150,10769
17516,34,2377,2411
17517,2959,1957,4916
17520,427,2564,2991
17521,317,4889,5206
17524,119,125,244
17526,1983,3964,5947
17527,1719,1498,3217
17529,304,1592,1896
17530,848,10932,11780
17532,734,4231,4965
17533,47,844,891
17534,51,2818,2869
17535,1857,31,1888
17536,2125,4685,6810
17537,4706,4287,8993
17539,29,2481,2510
17540,446,4702,5148
17541,303,3439,3742
17543,500,6228,6728
17544,2,291,293
17547,2783,949,3732
17549,3429,3483,6912
17550,1182,6130,7312
17551,515,4578,5093
17552,5863,5950,11813
17554,228,7464,7692
17555,1129,2259,3388
17558,399,1114,1513
17559,9578,3208,12786
17560,553,180,733
17563,539,48,587
17566,81,1327,1408
17568,2705,3450,6155
17569,210,1010,1220
17570,258,191,449
17572,64,5881,5945
17573,85,143,228
17575,1646,2765,4411
17576,1819,3867,5686
17577,8,3235,3243
17578,5499,4125,9624
17579,99,1472,1571
17580,532,804,1336
17581,1165,8524,9689
17582,16628,13122,29750
17583,10458,569,11027
17584,1357,277,1634
17588,15506,18775,34281
17589,1612,1184,2796
17590,77,4328,4405
17591,1210,1092,2302
17592,33,9307,9340
17593,4674,599,5273
17594,8021,739,8760
17596,2449,3548,5997
17597,41,2129,2170
17598,3379,3381,6760
17600,1598,6713,8311
17601,6389,375,6764
17602,123,202,325
17603,128,328,456
17604,481,310,791
17605,16,1258,1274
17609,180,2133,2313
17610,185,3355,3540
17612,4016,3834,7850
17613,2284,226,2510
17615,204,614,818
17617,3238,1037,4275
17619,59,24749,24808
17620,450,249,699
17621,1,244,245
17622,69,864,933
17623,2021,2703,4724
17624,209,109,318
17625,248,261,509
17626,699,414,1113
17629,2356,5732,8088
17632,2166,1824,3990
17633,406,1457,1863
17634,114,1453,1567
17635,1410,691,2101
17636,1680,1567,3247
17638,1001,1701,2702
17650,1895,944,2839
17651,2798,1655,4453
17655,1721,1398,3119
17675,3977,1209,5186
17677,5192,3455,8647
17678,1379,3181,4560
17682,4115,5256,9371
17684,3687,851,4538
17689,707,729,1436
17690,3074,35,3109
17694,3277,2657,5934
17695,2543,3179,5722
17697,352,1706,2058
17700,1112,3727,4839
17701,691,2702,3393
17704,1844,1428,3272
17706,1469,1068,2537
17707,2871,64,2935
17708,5582,4158,9740
17709,277,1271,1548
17711,342,471,813
17712,14729,1593,16322
17714,2488,816,3304
17715,486,767,1253
17716,838,783,1621
17717,7802,5692,13494
17718,919,1187,2106
17728,647,1790,2437
17729,1876,98,1974
