버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
22860,486,101,587
22861,5316,18607,23923
22862,5025,18877,23902
22863,14373,15867,30240
22864,824,724,1548
22865,2063,3967,6030
22866,1390,210,1600
22867,128,2807,2935
22868,686,3929,4615
22869,4013,8224,12237
22870,1146,2728,3874
22871,2730,5484,8214
22872,875,907,1782
22873,10482,4328,14810
22874,1531,2913,4444
22875,1703,753,2456
22876,157,5133,5290
22877,694,1028,1722
22878,4400,15187,19587
22879,19702,16271,35973
22880,2392,1858,4250
22883,335,1762,2097
22884,2772,1603,4375
22885,9198,2111,11309
22887,1087,3052,4139
22889,3329,1244,4573
22890,1813,3195,5008
22891,1064,4060,5124
22892,739,1131,1870
22893,1160,9615,10775
22894,257,2153,2410
22895,4031,16066,20097
22897,25463,2826,28289
22899,3447,5648,9095
22900,6336,5916,12252
22901,462,5204,5666
22904,1747,3479,5226
22906,1023,3065,4088
22907,604,442,1046
22908,3590,2968,6558
22910,1858,1542,3400
22911,600,372,972
22912,4677,4843,9520
22913,2300,2244,4544
22915,96,1347,1443
22916,6689,2910,9599
22920,2034,4598,6632
22922,2164,2774,4938
22923,4630,2641,7271
22924,7732,9282,17014
22925,776,2558,3334
22926,28,227,255
22927,177,18,195
22928,2602,3790,6392
22929,4181,9612,13793
22930,911,2188,3099
22931,806,3842,4648
22932,1329,2064,3393
22933,528,3974,4502
22934,217,3810,4027
22935,3653,5629,9282
22936,1731,14156,15887
22937,52939,24700,77639
22938,9,1812,1821
22939,741,18,759
22940,2415,2001,4416
22942,35,5786,5821
22945,1504,1819,3323
22946,2097,2973,5070
22947,15,2971,2986
22949,2281,4397,6678
22950,34,3684,3718
22956,5628,5430,11058
22959,6597,3796,10393
22961,1531,2379,3910
22962,194,258,452
22963,5974,3576,9550
22966,3269,2591,5860
22968,2429,2641,5070
22969,900,682,1582
22970,1609,1515,3124
22972,2165,2956,5121
22973,125,5770,5895
22975,154,2860,3014
22976,12006,7330,19336
22977,10068,4587,14655
22979,6018,1630,7648
22980,11332,3635,14967
22981,14067,14579,28646
22982,560,523,1083
22983,2251,3858,6109
22984,3168,4996,8164
22985,5860,24154,30014
22986,3143,1904,5047
22987,6075,2998,9073
22989,54484,59874,114358
22990,19882,15119,35001
22992,8820,6136,14956
22993,7671,18391,26062
22994,436,6556,6992
22996,1198,4041,5239
22998,0,1,1
23045,33,368,401
23061,2076,12869,14945
23062,5698,433,6131
23074,738,39,777
23081,140,5,145
23101,36459,73295,109754
23102,67783,23153,90936
23103,29771,37533,67304
23104,41572,22380,63952
23105,63960,32754,96714
23106,32746,16398,49144
23107,16167,29696,45863
23108,44723,58801,103524
23109,11560,7472,19032
23110,41047,43176,84223
23111,68498,28860,97358
23112,17868,34744,52612
23113,26572,24519,51091
23114,48911,32296,81207
23115,13426,14452,27878
23116,6689,11837,18526
23117,19176,18841,38017
23118,30346,21709,52055
23119,14820,28498,43318
23120,4708,6264,10972
23121,5781,10931,16712
23122,13797,13722,27519
23123,9725,19716,29441
23124,14714,28763,43477
23125,23145,35244,58389
23126,20937,18810,39747
23127,10381,49888,60269
23128,19897,8954,28851
23129,6111,9462,15573
23130,5038,3342,8380
23131,4003,7106,11109
23132,44419,45018,89437
23133,12555,30826,43381
23134,9807,10684,20491
23135,4328,13046,17374
23136,8065,11236,19301
23137,10604,5667,16271
23138,5061,7702,12763
23139,11965,11680,23645
23140,4580,7234,11814
23141,13564,13911,27475
23142,7693,12329,20022
23143,4361,3814,8175
23144,1516,2736,4252
23145,26452,9869,36321
23146,11921,17889,29810
23147,3558,4561,8119
23148,53323,76086,129409
23149,107931,56374,164305
23150,25342,50312,75654
23151,23957,14449,38406
23152,7582,8383,15965
23153,10845,8574,19419
23154,4565,17344,21909
23155,25512,23467,48979
23156,42288,33811,76099
23157,42683,58309,100992
23158,75998,54588,130586
23159,58634,61444,120078
23160,53289,28422,81711
23161,44205,37759,81964
23162,11261,15594,26855
23163,10750,11790,22540
23164,21020,6222,27242
23165,17509,16506,34015
23166,64384,75666,140050
23167,76665,53626,130291
23168,10269,11964,22233
23169,31800,28958,60758
23170,30127,26290,56417
23171,18470,17294,35764
23172,16466,39985,56451
23173,27305,22626,49931
23174,11359,9384,20743
23175,6076,10992,17068
23176,47581,28323,75904
23177,17740,22830,40570
23178,54427,23341,77768
23180,19834,22125,41959
23181,39260,52571,91831
23182,22867,27621,50488
23183,13685,7963,21648
23184,3041,5362,8403
23185,14889,18412,33301
23186,44174,33748,77922
23187,32570,16545,49115
23188,5076,22677,27753
23189,41583,108679,150262
23190,8287,3865,12152
23191,4278,6332,10610
23192,120631,45159,165790
23193,5087,7964,13051
23194,4822,4488,9310
23195,2262,753,3015
23196,27107,41806,68913
23197,93985,32445,126430
23198,29125,54086,83211
23199,19910,22102,42012
23200,18260,9543,27803
23201,60266,46864,107130
23202,40077,18276,58353
23203,19930,12683,32613
23204,7216,23132,30348
23205,38017,21273,59290
23206,31174,32246,63420
23207,28660,5867,34527
23208,10240,8315,18555
23209,8585,18516,27101
23210,17105,6451,23556
23211,5958,11675,17633
23212,7418,4681,12099
23213,5996,7673,13669
23214,43656,18354,62010
23215,19436,22645,42081
23216,11483,12547,24030
23217,58509,38531,97040
23218,36971,31392,68363
23219,9277,11733,21010
23220,28898,11161,40059
23221,11060,16320,27380
23222,54539,35049,89588
23223,44381,62673,107054
23224,48482,40819,89301
23225,13514,24595,38109
23226,32255,26876,59131
23227,17804,11252,29056
23228,10013,10497,20510
23229,11402,13563,24965
23230,18831,18392,37223
23231,12348,12765,25113
23232,8797,30943,39740
23233,50589,21235,71824
23234,25600,18925,44525
23235,15148,12179,27327
23236,17633,24309,41942
23237,15836,15256,31092
23238,14448,14545,28993
23239,13407,12619,26026
23240,27854,15168,43022
23241,1555,3517,5072
23242,21919,59614,81533
23243,16187,14164,30351
23244,64171,20579,84750
23245,8291,22730,31021
23246,17394,12553,29947
23247,29906,25228,55134
23248,20482,18933,39415
23249,17433,29889,47322
23250,16140,14540,30680
23251,36114,30114,66228
23252,35016,24564,59580
23253,25281,18073,43354
23254,5414,7488,12902
23255,7721,6962,14683
23256,7871,6647,14518
23257,5625,4389,10014
23258,26218,39627,65845
23259,66915,52466,119381
23260,23706,61945,85651
23261,8521,14487,23008
23262,19903,27056,46959
23263,67804,41198,109002
23264,23187,19733,42920
23265,32172,31566,63738
23266,11568,3581,15149
23267,1472,4248,5720
23268,16937,20181,37118
23269,20105,26126,46231
23270,6111,5889,12000
23271,4430,18505,22935
23272,8927,3859,12786
23273,5085,4827,9912
23274,778,1319,2097
23275,27044,23834,50878
23276,18351,35588,53939
23277,40990,26299,67289
23278,27138,8558,35696
23279,8864,27904,36768
23280,33514,29986,63500
23281,57638,52811,110449
23282,38064,52039,90103
23283,32512,23049,55561
23284,28938,40909,69847
23285,15880,14560,30440
23286,28903,13444,42347
23287,43863,43825,87688
23288,22903,41342,64245
23289,10839,22550,33389
23290,9982,18568,28550
23291,34947,25313,60260
23292,7918,4597,12515
23293,4797,6502,11299
23294,18644,26861,45505
23295,8678,7832,16510
23296,18770,9564,28334
23297,8407,13024,21431
23298,14293,7431,21724
23299,6465,15745,22210
23300,17553,10137,27690
23301,8908,9795,18703
23302,8560,23495,32055
23303,7693,6250,13943
23304,21092,13219,34311
23305,21978,47272,69250
23306,22115,31549,53664
23307,42785,26349,69134
23308,27358,33132,60490
23309,24756,21340,46096
23310,68749,20524,89273
23311,35284,31703,66987
23312,40038,33788,73826
23313,45421,8027,53448
23314,37465,36250,73715
23315,25057,24870,49927
23316,14614,11724,26338
23317,18681,24922,43603
23318,31446,35692,67138
23319,27362,23015,50377
23320,3723,1821,5544
23321,33510,28835,62345
23322,13718,2265,15983
23323,57239,19809,77048
23324,7201,12879,20080
23325,3248,8822,12070
23326,11189,2586,13775
23327,22471,11348,33819
23329,13702,8217,21919
23330,27416,32555,59971
23331,7474,45438,52912
23332,8691,8652,17343
23333,1963,11863,13826
23334,3256,13323,16579
23335,8483,17910,26393
23336,6911,21194,28105
23338,5223,4059,9282
23339,16350,3584,19934
23340,17471,2112,19583
23341,1694,2381,4075
23342,8228,8367,16595
23343,14081,6108,20189
23344,25410,7894,33304
23345,35000,10951,45951
23346,8311,3429,11740
23347,4500,2088,6588
23348,1871,5340,7211
23349,3983,9851,13834
23350,19977,5412,25389
23351,14114,24298,38412
23352,28060,30030,58090
23353,30737,20649,51386
23354,30726,23841,54567
23355,3343,6201,9544
23356,6384,1771,8155
23357,1174,3948,5122
23358,4550,1788,6338
23359,12329,23949,36278
23360,8373,30946,39319
23361,7244,12311,19555
23362,15318,10651,25969
23363,650,12440,13090
23364,3682,16993,20675
23365,241,4148,4389
23366,7,1064,1071
23367,2901,3376,6277
23368,22496,4218,26714
23369,45755,11030,56785
23370,76544,8952,85496
23371,4206,4388,8594
23372,3454,6477,9931
23373,14738,6116,20854
23374,13043,3817,16860
23375,6373,21284,27657
23376,5832,16067,21899
23377,7150,7527,14677
23378,3510,4341,7851
23379,8935,4914,13849
23380,16335,11317,27652
23381,22272,32856,55128
23382,27700,12770,40470
23383,4243,10417,14660
23384,17146,13581,30727
23385,13340,13408,26748
23386,4029,7874,11903
23387,6380,3076,9456
23388,3786,3215,7001
23389,27532,11574,39106
23392,11503,4889,16392
23393,8526,5125,13651
23394,5638,8180,13818
23395,45926,13262,59188
23397,6854,4447,11301
23398,284,1933,2217
23399,216,5110,5326
23400,14780,14458,29238
23401,2897,4543,7440
23402,25110,8128,33238
23403,1569,14933,16502
23404,46026,64123,110149
23405,1455,853,2308
23406,7268,7306,14574
23407,8631,10638,19269
23408,208189,51848,260037
23409,11028,42152,53180
23410,67977,26521,94498
23411,567,3166,3733
23412,21269,12347,33616
23413,1661,13694,15355
23414,2908,2305,5213
23416,237,1095,1332
23417,1116,1540,2656
23418,2889,2588,5477
23419,2745,2954,5699
23420,1460,1675,3135
23421,2561,5583,8144
23422,4044,593,4637
23423,14502,2827,17329
23424,29951,3421,33372
23425,7598,11333,18931
23426,4487,11950,16437
23427,4216,28417,32633
23428,2700,10877,13577
23429,35083,39629,74712
23430,20527,38492,59019
23431,23688,30627,54315
23432,17475,39332,56807
23433,1753,1111,2864
23434,4283,1126,5409
23435,6133,14984,21117
23436,17414,12119,29533
23437,5637,2150,7787
23438,40142,22598,62740
23439,774,5617,6391
23440,129,158,287
23441,27,932,959
23442,13593,5115,18708
23445,602,3333,3935
23446,30435,9134,39569
23447,16094,32626,48720
23448,38968,13529,52497
23449,14523,26068,40591
23450,7748,8656,16404
23453,6739,23492,30231
23454,4080,1719,5799
23456,41709,19655,61364
23457,5533,23026,28559
23458,2338,193,2531
23459,10759,3762,14521
23462,4285,4633,8918
23463,10390,26900,37290
23464,30639,7731,38370
23465,11627,13558,25185
23466,1611,7702,9313
23468,3078,3587,6665
23469,5220,2829,8049
23470,1095,1928,3023
23471,10000,33606,43606
23472,3186,5826,9012
23473,22504,22198,44702
23474,1472,450,1922
23475,34,903,937
23476,3,600,603
23477,2,895,897
23479,262,1739,2001
23480,5096,13682,18778
23481,2748,6118,8866
23482,19106,9910,29016
23483,79,1682,1761
23484,2001,343,2344
23488,6676,11918,18594
23489,6323,3326,9649
23491,542,1174,1716
23492,152,3,155
23493,261,34,295
23500,854,2787,3641
23501,2532,745,3277
23504,1769,6629,8398
23505,1215,5753,6968
23507,55571,27844,83415
23508,915,6,921
23509,6504,20395,26899
23510,9239,16170,25409
23511,25791,12810,38601
23512,5078,18701,23779
23513,8573,5846,14419
23514,3069,4872,7941
23515,4293,3653,7946
23516,6363,11103,17466
23517,7642,5184,12826
23518,8977,4873,13850
23519,5384,2035,7419
23520,875,968,1843
23521,403,1543,1946
23522,2280,1474,3754
23523,1576,10522,12098
23524,2862,2010,4872
23525,6598,2731,9329
23526,8752,23967,32719
23527,6612,4928,11540
23528,7247,14947,22194
23529,3906,1455,5361
23530,9732,30483,40215
23531,19805,23933,43738
23532,158,30,188
23533,927,1754,2681
23536,517,972,1489
23537,31471,19654,51125
23538,31109,5887,36996
23543,5344,871,6215
23544,16017,71145,87162
23545,5271,531,5802
23546,9425,414,9839
23552,578,606,1184
23557,2755,487,3242
23558,4367,4270,8637
23562,2606,2269,4875
23564,2840,2941,5781
23569,4464,1046,5510
23572,12366,12594,24960
23573,2036,3066,5102
23575,2672,1422,4094
23579,3459,1124,4583
23586,5047,6419,11466
23595,650,679,1329
23597,5307,2391,7698
23598,2911,3781,6692
23600,7201,4039,11240
23629,5091,181,5272
23641,7246,78,7324
23697,3784,6470,10254
23698,879,5993,6872
23720,3659,2033,5692
23728,12793,7125,19918
23731,1539,3003,4542
23738,2755,3376,6131
23741,1030,29359,30389
23749,1219,42504,43723
23756,1679,3303,4982
23771,8,1433,1441
23783,1420,18,1438
23815,1958,3089,5047
23818,17696,8181,25877
23819,2612,3201,5813
23822,3105,2227,5332
23823,2178,3398,5576
23849,3,129,132
23850,4,1492,1496
23855,2803,1154,3957
23856,1087,3740,4827
23857,5328,8598,13926
23858,1679,88,1767
23863,7836,7033,14869
23866,1278,1355,2633
23871,677,6860,7537
23872,12599,12794,25393
23874,3809,2285,6094
23876,4189,2885,7074
23877,1392,1484,2876
23878,97,2326,2423
23880,852,2858,3710
23883,1217,4504,5721
23884,836,9975,10811
23893,871,468,1339
23896,4154,163,4317
23911,4357,15679,20036
23917,1142,2175,3317
23918,53034,62046,115080
23920,64627,37719,102346
23921,29121,6757,35878
23922,1290,4838,6128
23923,1809,3195,5004
23924,1637,2580,4217
23925,2278,1517,3795
23933,288,207,495
23937,41,1302,1343
23938,115,3819,3934
23940,57,4657,4714
23941,3291,3188,6479
23942,16880,4713,21593
23943,4194,2216,6410
23944,755,812,1567
23946,2329,1775,4104
23947,94,1427,1521
23948,103,3396,3499
23949,11,1173,1184
23950,204,1361,1565
23958,100,3731,3831
23960,627,7418,8045
23961,901,4061,4962
23962,86,7538,7624
23963,5403,4253,9656
23964,4504,17,4521
23965,2020,202,2222
23967,2105,337,2442
23968,42,2918,2960
23969,22,4560,4582
23970,8,2774,2782
23971,1897,1929,3826
23972,587,545,1132
23981,7759,13208,20967
23983,1,1,2
23993,734,4396,5130
23994,28704,26941,55645
23995,15221,10081,25302
24001,25758,10891,36649
24002,79954,93496,173450
24003,74098,76746,150844
24004,70192,84036,154228
24005,56816,64938,121754
24006,54075,46849,100924
24007,64820,47062,111882
24008,45410,56769,102179
24009,82056,54151,136207
24010,57815,67340,125155
24011,54086,21773,75859
24012,17727,52999,70726
24013,75266,21566,96832
24014,22499,67491,89990
24015,58358,20093,78451
24016,71038,57324,128362
24017,67702,108336,176038
24101,75733,31444,107177
24102,1737,2022,3759
24103,7882,12634,20516
24104,13972,778,14750
24105,6884,2933,9817
24106,4116,1523,5639
24107,3147,5763,8910
24108,9772,39645,49417
24109,31926,34463,66389
24110,33844,17035,50879
24111,5745,2785,8530
24112,1311,2538,3849
24113,7383,10914,18297
24114,17168,22497,39665
24115,22028,17729,39757
24116,3314,6803,10117
24117,9937,1867,11804
24118,1318,9495,10813
24119,4380,5597,9977
24120,6936,3941,10877
24121,8223,2255,10478
24122,8898,3607,12505
24123,23354,17351,40705
24124,6458,8908,15366
24125,4623,19720,24343
24126,5827,5586,11413
24127,2337,6553,8890
24128,11626,27900,39526
24129,16216,5932,22148
24130,18369,22989,41358
24131,18334,13016,31350
24132,46375,159289,205664
24133,84121,40001,124122
24134,139215,48186,187401
24135,13219,26846,40065
24136,42766,24658,67424
24137,1263,12365,13628
24138,98779,133215,231994
24139,25679,25535,51214
24140,2767,4609,7376
24141,12448,53001,65449
24142,42590,47885,90475
24143,30346,32855,63201
24144,34703,52871,87574
24145,25339,28841,54180
24146,198595,92772,291367
24147,10970,15821,26791
24148,6605,8545,15150
24149,16131,6369,22500
24150,4900,11806,16706
24151,2289,1245,3534
24152,16412,16292,32704
24153,18185,5162,23347
24154,103400,51145,154545
24155,15589,12063,27652
24156,15030,12588,27618
24157,49866,49114,98980
24158,105110,50606,155716
24159,4181,10808,14989
24160,19920,16987,36907
24161,17262,17200,34462
24162,27426,16968,44394
24163,21640,28213,49853
24164,6661,23232,29893
24165,15698,14132,29830
24166,37533,42667,80200
24167,30034,28963,58997
24168,30833,31015,61848
24169,35668,31169,66837
24170,3809,7383,11192
24171,7390,17934,25324
24172,15640,3483,19123
24173,10586,11565,22151
24174,5232,1733,6965
24175,10160,5031,15191
24176,6035,6661,12696
24177,21662,14621,36283
24178,13584,21969,35553
24179,22363,17511,39874
24180,29237,26482,55719
24181,22179,22179,44358
24182,1475,2085,3560
24183,8533,4464,12997
24184,11242,13739,24981
24185,11702,6741,18443
24186,9163,12706,21869
24187,14790,9865,24655
24188,13716,13027,26743
24189,7579,11979,19558
24190,8900,9157,18057
24191,10722,13153,23875
24192,140,1665,1805
24193,8576,9532,18108
24194,11021,9596,20617
24195,10707,9704,20411
24196,8184,9180,17364
24197,14802,22004,36806
24198,7200,3072,10272
24199,19338,17438,36776
24200,16730,5565,22295
24201,20175,10205,30380
24202,11175,26608,37783
24203,6912,12056,18968
24204,5226,7397,12623
24205,1068,3374,4442
24206,33664,35230,68894
24207,9389,13904,23293
24208,4676,15864,20540
24209,7281,13102,20383
24210,8197,9941,18138
24211,6047,4727,10774
24212,10608,11739,22347
24213,10771,8587,19358
24214,22904,22020,44924
24215,33990,73240,107230
24216,23106,16822,39928
24217,6228,6787,13015
24218,13672,3820,17492
24219,13568,1600,15168
24220,17046,14881,31927
24221,7369,11924,19293
24222,5653,8257,13910
24223,9439,3916,13355
24224,40937,22786,63723
24225,3428,15182,18610
24226,2215,5635,7850
24227,2025,6508,8533
24228,9923,2599,12522
24229,1997,11025,13022
24230,12722,2275,14997
24231,18814,18762,37576
24232,19564,39803,59367
24233,3986,5287,9273
24234,522,790,1312
24235,3192,5761,8953
24236,744,2169,2913
24237,1288,2336,3624
24238,2723,9742,12465
24239,8059,7344,15403
24240,3886,4762,8648
24241,6067,10320,16387
24242,2761,8978,11739
24243,5564,16721,22285
24244,34012,43912,77924
24245,46617,25725,72342
24246,1080,2272,3352
24247,13329,17485,30814
24248,11573,15234,26807
24249,55806,54477,110283
24250,17136,16898,34034
24251,24577,19144,43721
24252,21279,28056,49335
24253,8314,2052,10366
24254,26627,5985,32612
24255,7807,26010,33817
24256,833,3407,4240
24257,2580,4885,7465
24258,4537,4434,8971
24259,12744,2924,15668
24260,15,5025,5040
24261,16726,453,17179
24262,3561,10239,13800
24263,10858,5136,15994
24264,15241,6255,21496
24265,11691,20684,32375
24266,18297,4765,23062
24267,7023,20381,27404
24268,14218,3651,17869
24269,898,11213,12111
24270,28250,8411,36661
24271,8340,25395,33735
24272,5659,11233,16892
24273,5497,7138,12635
24274,1530,10028,11558
24275,14767,16549,31316
24276,18435,11609,30044
24277,10181,12109,22290
24278,7096,8943,16039
24279,4807,7033,11840
24280,2061,6760,8821
24281,26,12585,12611
24282,698,5631,6329
24283,3235,13353,16588
24284,6598,8553,15151
24285,8467,1778,10245
24286,6119,9013,15132
24287,6147,8478,14625
24288,1594,7003,8597
24289,1050,8224,9274
24290,8312,1573,9885
24291,15908,1989,17897
24292,2022,15031,17053
24293,15317,2633,17950
24294,2853,16327,19180
24295,7773,24363,32136
24296,35246,4907,40153
24297,2243,14899,17142
24298,9950,2808,12758
24299,39432,10166,49598
24300,7324,32550,39874
24301,10618,37147,47765
24302,52342,8773,61115
24303,12155,2562,14717
24305,1464,4770,6234
24307,3724,1398,5122
24308,1328,8588,9916
24309,14058,5542,19600
24310,10060,3125,13185
24311,3620,2345,5965
24312,6397,6924,13321
24313,6163,7186,13349
24314,7618,9817,17435
24315,5321,1694,7015
24316,2129,7124,9253
